id solution fitness
407 1110100110 1088
408 0001100110 1724
409 1001100110 552
410 0101100110 844
411 1101100110 328
412 0011100110 540
413 1011100110 632
414 0111100110 340
415 1111100110 1512
416 0000010110 2126
417 1000010110 954
418 0100010110 1246
419 1100010110 74
420 0010010110 942
421 1010010110 230
422 0110010110 62
423 1110010110 1110
424 0001010110 1702
425 1001010110 530
426 0101010110 822
427 1101010110 350
428 0011010110 518
429 1011010110 654
430 0111010110 362
431 1111010110 1534
432 0000110110 460
433 1000110110 712
434 0100110110 420
435 1100110110 1592
436 0010110110 724
437 1010110110 1896
438 0110110110 1604
439 1110110110 2776
440 0001110110 36
441 1001110110 1136
442 0101110110 844
443 1101110110 2016
444 0011110110 1148
445 1011110110 2320
446 0111110110 2028
447 1111110110 3200
448 0000001110 2474
449 1000001110 1302
450 0100001110 1594
451 1100001110 422
452 0010001110 1290
453 1010001110 118
454 0110001110 410
455 1110001110 762
456 0001001110 2050
457 1001001110 878
458 0101001110 1170
459 1101001110 2
460 0011001110 866
461 1011001110 306
462 0111001110 14
463 1111001110 1186
464 0000101110 808
465 1000101110 364
466 0100101110 72
467 1100101110 1244
468 0010101110 376
469 1010101110 1548
470 0110101110 1256
471 1110101110 2428
472 0001101110 384
473 1001101110 788
474 0101101110 496
475 1101101110 1668
476 0011101110 800
477 1011101110 1972
478 0111101110 1680
479 1111101110 2852
480 0000011110 786
481 1000011110 386
482 0100011110 94
483 1100011110 1266
484 0010011110 398
485 1010011110 1570
486 0110011110 1278
487 1110011110 2450
488 0001011110 362
489 1001011110 810
490 0101011110 518
491 1101011110 1690
492 0011011110 822
493 1011011110 1994
494 0111011110 1702
495 1111011110 2874
496 0000111110 880
497 1000111110 2052
498 0100111110 1760
499 1100111110 2932
500 0010111110 2064
501 1010111110 3236
502 0110111110 2944
503 1110111110 4116
504 0001111110 1304
505 1001111110 2476
506 0101111110 2184
507 1101111110 3356
508 0011111110 2488
509 1011111110 3660
510 0111111110 3368
511 1111111110 4540
512 0000000001 4540
513 1000000001 3368
514 0100000001 3660
515 1100000001 2488
516 0010000001 3356
517 1010000001 2184
518 0110000001 2476
519 1110000001 1304
520 0001000001 4116
521 1001000001 2944
522 0101000001 3236
523 1101000001 2064
524 0011000001 2932
525 1011000001 1760
526 0111000001 2052
527 1111000001 880
528 0000100001 2874
529 1000100001 1702
530 0100100001 1994
531 1100100001 822
532 0010100001 1690
533 1010100001 518
534 0110100001 810
535 1110100001 362
536 0001100001 2450
537 1001100001 1278
538 0101100001 1570
539 1101100001 398
540 0011100001 1266
541 1011100001 94
542 0111100001 386
543 1111100001 786
544 0000010001 2852
545 1000010001 1680
546 0100010001 1972
547 1100010001 800
548 0010010001 1668
549 1010010001 496
550 0110010001 788
551 1110010001 384
552 0001010001 2428
553 1001010001 1256
554 0101010001 1548
555 1101010001 376
556 0011010001 1244
557 1011010001 72
558 0111010001 364
559 1111010001 808
560 0000110001 1186
561 1000110001 14
562 0100110001 306
563 1100110001 866
564 0010110001 2
565 1010110001 1170
566 0110110001 878
567 1110110001 2050
568 0001110001 762
569 1001110001 410
570 0101110001 118
571 1101110001 1290
572 0011110001 422
573 1011110001 1594
574 0111110001 1302
575 1111110001 2474
576 0000001001 3200
577 1000001001 2028
578 0100001001 2320
579 1100001001 1148
580 0010001001 2016
581 1010001001 844
582 0110001001 1136
583 1110001001 36
584 0001001001 2776
585 1001001001 1604
586 0101001001 1896
587 1101001001 724
588 0011001001 1592
589 1011001001 420
590 0111001001 712
591 1111001001 460
592 0000101001 1534
593 1000101001 362
594 0100101001 654
595 1100101001 518
596 0010101001 350
597 1010101001 822
598 0110101001 530
599 1110101001 1702
600 0001101001 1110
601 1001101001 62
602 0101101001 230
603 1101101001 942
604 0011101001 74
605 1011101001 1246
606 0111101001 954
607 1111101001 2126
608 0000011001 1512
609 1000011001 340
610 0100011001 632
611 1100011001 540
612 0010011001 328
613 1010011001 844
614 0110011001 552
615 1110011001 1724
616 0001011001 1088
617 1001011001 84
618 0101011001 208
619 1101011001 964
620 0011011001 96
621 1011011001 1268
622 0111011001 976
623 1111011001 2148
624 0000111001 154
625 1000111001 1326
626 0100111001 1034
627 1100111001 2206
628 0010111001 1338
629 1010111001 2510
630 0110111001 2218
631 1110111001 3390
632 0001111001 578
633 1001111001 1750
634 0101111001 1458
635 1101111001 2630
636 0011111001 1762
637 1011111001 2934
638 0111111001 2642
639 1111111001 3814
640 0000000101 4210
641 1000000101 3038
642 0100000101 3330
643 1100000101 2158
644 0010000101 3026
645 1010000101 1854
646 0110000101 2146
647 1110000101 974
648 0001000101 3786
649 1001000101 2614
650 0101000101 2906
651 1101000101 1734
652 0011000101 2602
653 1011000101 1430
654 0111000101 1722
655 1111000101 550
656 0000100101 2544
657 1000100101 1372
658 0100100101 1664
659 1100100101 492
660 0010100101 1360
661 1010100101 188
662 0110100101 480
663 1110100101 692
664 0001100101 2120
665 1001100101 948
666 0101100101 1240
667 1101100101 68
668 0011100101 936
669 1011100101 236
670 0111100101 56
671 1111100101 1116
672 0000010101 2522
673 1000010101 1350
674 0100010101 1642
675 1100010101 470
676 0010010101 1338
677 1010010101 166
678 0110010101 458
679 1110010101 714
680 0001010101 2098
681 1001010101 926
682 0101010101 1218
683 1101010101 46
684 0011010101 914
685 1011010101 258
686 0111010101 34
687 1111010101 1138
688 0000110101 856
689 1000110101 316
690 0100110101 24
691 1100110101 1196
692 0010110101 328
693 1010110101 1500
694 0110110101 1208
695 1110110101 2380
696 0001110101 432
697 1001110101 740
698 0101110101 448
699 1101110101 1620
700 0011110101 752
701 1011110101 1924
702 0111110101 1632
703 1111110101 2804
704 0000001101 2870
705 1000001101 1698
706 0100001101 1990
707 1100001101 818
708 0010001101 1686
709 1010001101 514
710 0110001101 806
711 1110001101 366
712 0001001101 2446
713 1001001101 1274
714 0101001101 1566
715 1101001101 394
716 0011001101 1262
717 1011001101 90
718 0111001101 382
719 1111001101 790
720 0000101101 1204
721 1000101101 32
722 0100101101 324
723 1100101101 848
724 0010101101 20
725 1010101101 1152
726 0110101101 860
727 1110101101 2032
728 0001101101 780
729 1001101101 392
730 0101101101 100
731 1101101101 1272
732 0011101101 404
733 1011101101 1576
734 0111101101 1284
735 1111101101 2456
736 0000011101 1182
737 1000011101 10
738 0100011101 302
739 1100011101 870
740 0010011101 2
741 1010011101 1174
742 0110011101 882
743 1110011101 2054
744 0001011101 758
745 1001011101 414
746 0101011101 122
747 1101011101 1294
748 0011011101 426
749 1011011101 1598
750 0111011101 1306
751 1111011101 2478
752 0000111101 484
753 1000111101 1656
754 0100111101 1364
755 1100111101 2536
756 0010111101 1668
757 1010111101 2840
758 0110111101 2548
759 1110111101 3720
760 0001111101 908
761 1001111101 2080
762 0101111101 1788
763 1101111101 2960
764 0011111101 2092
765 1011111101 3264
766 0111111101 2972
767 1111111101 4144
768 0000000011 3472
769 1000000011 2300
770 0100000011 2592
771 1100000011 1420
772 0010000011 2288
773 1010000011 1116
774 0110000011 1408
775 1110000011 236
776 0001000011 3048
777 1001000011 1876
778 0101000011 2168
779 1101000011 996
780 0011000011 1864
781 1011000011 692
782 0111000011 984
783 1111000011 188
784 0000100011 1806
785 1000100011 634
786 0100100011 926
787 1100100011 246
788 0010100011 622
789 1010100011 550
790 0110100011 258
791 1110100011 1430
792 0001100011 1382
793 1001100011 210
794 0101100011 502
795 1101100011 670
796 0011100011 198
797 1011100011 974
798 0111100011 682
799 1111100011 1854
800 0000010011 1784
801 1000010011 612
802 0100010011 904
803 1100010011 268
804 0010010011 600
805 1010010011 572
806 0110010011 280
807 1110010011 1452
808 0001010011 1360
809 1001010011 188
810 0101010011 480
811 1101010011 692
812 0011010011 176
813 1011010011 996
814 0111010011 704
815 1111010011 1876
816 0000110011 118
817 1000110011 1054
818 0100110011 762
819 1100110011 1934
820 0010110011 1066
821 1010110011 2238
822 0110110011 1946
823 1110110011 3118
824 0001110011 306
825 1001110011 1478
826 0101110011 1186
827 1101110011 2358
828 0011110011 1490
829 1011110011 2662
830 0111110011 2370
831 1111110011 3542
832 0000001011 2132
833 1000001011 960
834 0100001011 1252
835 1100001011 80
836 0010001011 948
837 1010001011 224
838 0110001011 68
839 1110001011 1104
840 0001001011 1708
841 1001001011 536
842 0101001011 828
843 1101001011 344
844 0011001011 524
845 1011001011 648
846 0111001011 356
847 1111001011 1528
848 0000101011 466
849 1000101011 706
850 0100101011 414
851 1100101011 1586
852 0010101011 718
853 1010101011 1890
854 0110101011 1598
855 1110101011 2770
856 0001101011 42
857 1001101011 1130
858 0101101011 838
859 1101101011 2010
860 0011101011 1142
861 1011101011 2314
862 0111101011 2022
863 1111101011 3194
864 0000011011 444
865 1000011011 728
866 0100011011 436
867 1100011011 1608
868 0010011011 740
869 1010011011 1912
870 0110011011 1620
871 1110011011 2792
872 0001011011 20
873 1001011011 1152
874 0101011011 860
875 1101011011 2032
876 0011011011 1164
877 1011011011 2336
878 0111011011 2044
879 1111011011 3216
880 0000111011 1222
881 1000111011 2394
882 0100111011 2102
883 1100111011 3274
884 0010111011 2406
885 1010111011 3578
886 0110111011 3286
887 1110111011 4458
888 0001111011 1646
889 1001111011 2818
890 0101111011 2526
891 1101111011 3698
892 0011111011 2830
893 1011111011 4002
894 0111111011 3710
895 1111111011 4882
896 0000000111 3142
897 1000000111 1970
898 0100000111 2262
899 1100000111 1090
900 0010000111 1958
901 1010000111 786
902 0110000111 1078
903 1110000111 94
904 0001000111 2718
905 1001000111 1546
906 0101000111 1838
907 1101000111 666
908 0011000111 1534
909 1011000111 362
910 0111000111 654
911 1111000111 518
912 0000100111 1476
913 1000100111 304
914 0100100111 596
915 1100100111 576
916 0010100111 292
917 1010100111 880
918 0110100111 588
919 1110100111 1760
920 0001100111 1052
921 1001100111 120
922 0101100111 172
923 1101100111 1000
924 0011100111 132
925 1011100111 1304
926 0111100111 1012
927 1111100111 2184
928 0000010111 1454
929 1000010111 282
930 0100010111 574
931 1100010111 598
932 0010010111 270
933 1010010111 902
934 0110010111 610
935 1110010111 1782
936 0001010111 1030
937 1001010111 142
938 0101010111 150
939 1101010111 1022
940 0011010111 154
941 1011010111 1326
942 0111010111 1034
943 1111010111 2206
944 0000110111 212
945 1000110111 1384
946 0100110111 1092
947 1100110111 2264
948 0010110111 1396
949 1010110111 2568
950 0110110111 2276
951 1110110111 3448
952 0001110111 636
953 1001110111 1808
954 0101110111 1516
955 1101110111 2688
956 0011110111 1820
957 1011110111 2992
958 0111110111 2700
959 1111110111 3872
960 0000001111 1802
961 1000001111 630
962 0100001111 922
963 1100001111 250
964 0010001111 618
965 1010001111 554
966 0110001111 262
967 1110001111 1434
968 0001001111 1378
969 1001001111 206
970 0101001111 498
971 1101001111 674
972 0011001111 194
973 1011001111 978
974 0111001111 686
975 1111001111 1858
976 0000101111 136
977 1000101111 1036
978 0100101111 744
979 1100101111 1916
980 0010101111 1048
981 1010101111 2220
982 0110101111 1928
983 1110101111 3100
984 0001101111 288
985 1001101111 1460
986 0101101111 1168
987 1101101111 2340
988 0011101111 1472
989 1011101111 2644
990 0111101111 2352
991 1111101111 3524
992 0000011111 114
993 1000011111 1058
994 0100011111 766
995 1100011111 1938
996 0010011111 1070
997 1010011111 2242
998 0110011111 1950
999 1110011111 3122
1000 0001011111 310
1001 1001011111 1482
1002 0101011111 1190
1003 1101011111 2362
1004 0011011111 1494
1005 1011011111 2666
1006 0111011111 2374
1007 1111011111 3546
1008 0000111111 1552
1009 1000111111 2724
1010 0100111111 2432
1011 1100111111 3604
1012 0010111111 2736
1013 1010111111 3908
1014 0110111111 3616
1015 1110111111 4788
1016 0001111111 1976
1017 1001111111 3148
1018 0101111111 2856
1019 1101111111 4028
1020 0011111111 3160
1021 1011111111 4332
1022 0111111111 4040
1023 1111111111 5212
